Time,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,target
04/10/2024 16:15,0,0,0,119.5947113,0,0,100.4498138,144.5714111,100.2507095,900.0789185,79.28450775,101.043335,113.9599991,521.1237793,949.4769287,354.5138855,88.77625275,918.1268921,958.8063354,1495.765503,729.7092285,2730
04/10/2024 16:30,0,0,0,119.3752365,0,0,100.3740311,138.0664215,100.3193359,900.0708618,74.52702332,100.8328247,112.5226669,519.741394,949.8842163,355.208313,88.77625275,884.6783447,889.6026611,1452.22583,739.800354,2705
04/10/2024 16:45,0,0,0,119.1667328,0,0,100.3748703,140.9169769,100.3949585,900.1259155,68.06855774,100.2982635,112.4200058,519.741394,949.2954102,347.395813,87.90731812,852.5592041,923.3632202,1466.015137,712.456604,2695
04/10/2024 17:00,0,0,0,118.8588333,0,0,100.4384232,137.1366882,100.2030869,900.1809082,60.93927765,96.35985565,113.9599991,521.2225342,950.0012817,346.527771,88.48661041,827.3848267,889.65979,1334.962036,759.0061035,2655
04/10/2024 17:15,0,0,0,118.5527344,0,0,100.2419968,138.4507599,100.2850189,900.1629639,65.97885132,102.5664063,111.8040009,524.9088745,950.4158936,335.4166565,88.4141922,860.0623169,864.2139282,1417.915283,738.28125,2667.5
04/10/2024 17:30,0,0,0,118.1877899,0,0,100.3956985,133.7143707,100.4002838,900.3292236,63.95590591,98.47411346,115.8079987,518.0299072,949.5181885,359.895813,87.83490753,844.0114136,795.1055908,1378.610229,735.5686035,2747.5
04/10/2024 17:45,0,0,0,117.8111649,0,0,100.2971268,137.2114716,100.2904663,900.0949707,69.79688263,97.50315094,112.2146683,521.0908813,948.7863159,355.7291565,87.69008636,830.2922363,899.8781128,1508.686157,758.9518433,2755
04/10/2024 18:00,0,0,0,117.4200287,0,0,105.4595947,130.5682373,100.3312988,900.1004639,67.22170258,99.54449463,109.9560013,520.3996582,949.8842163,351.9096985,88.26937103,840.2658691,671.7126465,1562.106323,781.5755615,2787.5
04/10/2024 18:15,0,0,0,117.012764,0,0,105.2941132,130.0583344,100.4240494,900.3336792,75.01815033,97.11440277,112.4200058,522.96698,949.1228638,354.6875,88.05213928,853.1534424,640.8499146,1436.047729,836.0460205,2702.5
04/10/2024 18:30,0,0,0,116.573494,0,0,110.3155365,141.9826813,100.4357147,900.2072754,73.44910431,101.8634415,114.576004,537.6135864,961.9918213,353.298584,91.60029602,850.6118774,906.230896,1424.538574,810.6011353,2512.5
04/10/2024 18:45,0,0,0,116.1081161,0,0,110.4446487,142.8087769,100.3472214,900.2509766,71.52337646,97.36768341,112.0093384,537.4160767,962.2954102,341.6666565,90.00724792,818.1610107,969.2720947,1417.372437,771.8641968,2665
04/10/2024 19:00,0,0,0,115.642746,0,0,110.4898758,142.9226532,100.2982178,900.234436,61.53104782,97.71173859,113.9599991,537.5806885,963.4158936,347.2221985,90.00724792,806.0621948,968.5859375,1406.948975,745.5512085,2652.5
04/10/2024 19:15,0,0,0,115.1740494,0,0,110.2478104,138.4657593,100.3283157,900.2401123,61.80738449,98.57403564,114.0626678,539.2263794,962.1228638,348.958313,90.36930084,770.5119629,924.4762573,1403.474487,709.3641968,2615
04/10/2024 19:30,0,0,0,114.7815323,0,0,110.3839722,133.9988861,100.4598465,900.1707764,73.32640076,97.60331726,115.1920013,538.1072998,962.5026245,353.298584,92.32440948,779.8701782,890.0485229,1311.617798,769.0429688,2740
04/10/2024 19:45,0,0,0,114.4358368,0,0,110.2448807,141.5610657,100.1642609,900.2387695,52.62015533,99.59881592,113.857338,538.4035034,963.0265503,352.2569275,91.09341431,677.0078125,973.3025513,1398.697021,749.8372803,2795
04/10/2024 20:00,0,0,0,114.0693512,0,0,110.2713394,142.1440735,100.3534164,900.3111572,68.03138733,98.29012299,110.8800049,541.5303345,961.9950562,350.520813,90.51412201,802.2324829,974.399292,1508.143311,742.1332397,2700
04/10/2024 20:15,0,0,0,113.7244492,0,0,110.4597931,141.7103424,103.2556534,900.2203979,65.60296631,98.25025177,109.9560013,539.8846436,963.1589966,350.3471985,89.86241913,819.8587646,965.6722412,1418.132446,710.8290405,2732.5
04/10/2024 20:30,0,0,0,113.3811569,0,0,110.3250046,142.0684204,103.0548782,900.206665,58.28493881,98.67993927,110.3666687,543.472229,962.0804443,351.0416565,88.48661041,766.949646,971.5541382,1524.429932,730.6315308,2725
04/10/2024 20:45,0,0,0,113.0657272,0,0,110.52285,141.9395142,105.2770233,900.217041,62.52605057,98.71350861,111.4960022,539.522583,961.7345581,353.4721985,88.19696045,824.4813843,994.0216064,1437.024902,756.1849365,2785
04/10/2024 21:00,0,0,0,112.7927704,0,0,110.3674469,133.4076385,105.2756577,900.1931152,62.03616714,97.32889557,112.0093384,536.2640991,962.9993896,354.5138855,88.05213928,794.2766724,898.4772949,1371.009766,736.979187,2940
04/10/2024 21:15,0,0,0,55.53094864,0,0,110.248085,136.0310364,105.2229309,900.2978516,59.14058304,98.35707855,110.7773361,542.7481079,961.9927979,351.0416565,87.9797287,826.6983032,887.5090332,1449.511353,749.2404785,3152.5
04/10/2024 21:30,0,293.4613037,58.1015625,116.5328522,0,345.6000061,110.3934631,137.0923309,105.3774872,900.2672119,66.51056671,98.17559814,111.0853348,541.892395,961.9957886,348.958313,88.19696045,864.9382935,902.5719604,1322.366943,708.7131348,3395
04/10/2024 21:45,0,336.1029053,135.1450195,115.6556702,0,640,110.1986847,141.7732239,105.1190643,900.2662964,68.35296631,97.05091095,110.1613388,538.6668091,961.9951172,346.0069275,88.92107391,863.5015259,984.1507568,1392.72522,753.3637085,3792.5
04/10/2024 22:00,0,331.7486572,129.2563477,115.0978088,0,742.4000244,110.3179932,141.3228149,105.2121429,900.2769775,69.0712738,96.92533875,110.5719986,540.7074585,962.079895,345.1388855,87.11079407,845.4567261,942.3543701,1497.177002,775.2821655,3635
04/10/2024 22:15,330.027832,351.2677002,151.4370117,114.7166214,0,793.5999756,110.4168777,141.4868774,105.3091125,900.2727051,61.43334198,97.3576889,111.1880035,543.1760254,961.9918213,345.6596985,90.00724792,770.5340576,984.8027344,1471.118286,779.079895,2832.5
04/10/2024 22:30,0.002417787,276.194458,38.86523438,122.362587,0,0,110.3034821,140.292038,105.3672867,900.3501587,70.16447449,105.4059143,108.8266678,521.5845947,949.0818481,339.0625,87.11079407,830.9678955,974.8040771,1492.942383,779.296875,3160
04/10/2024 22:45,0,0,0,118.8925018,0,0,110.351799,141.5760651,105.1468964,900.3300171,61.36948013,99.62840271,111.0853348,518.8198242,949.5057983,344.618042,88.9934845,794.6486816,938.578064,1341.259521,790.9071655,4550
04/10/2024 23:00,0,312.5299072,93.92431641,118.0233459,0,588.75,110.4269104,139.3363037,105.2916489,900.3748779,56.72371674,100.2282639,110.4693375,520.597168,950.3519897,342.5346985,88.12454987,802.4682617,877.7451172,1412.812134,838.0534058,4690
04/10/2024 23:15,4630.251465,386.9274902,173.5195313,15.42887878,0,793.5999756,110.2663574,138.3826447,105.3901672,900.1451416,67.18312073,99.46166992,109.1346664,520.9921265,948.7858887,340.277771,92.75887299,846.9013062,888.4614868,1435.613403,794.3251343,4575
04/10/2024 23:30,4782.03418,399.6148682,179.9970703,15.97593117,0,793.5999756,110.3338394,137.0513763,105.322319,900.2105713,49.98184967,99.46681213,106.6706696,524.2835083,950.1842651,340.277771,88.12454987,792.3579712,861.2512817,1460.151978,843.8585205,4557.5
04/10/2024 23:45,5268.702148,365.7568359,149.9648438,16.55034637,0,793.5999756,110.2443619,140.0176544,105.2561951,900.112915,69.96785736,100.4080505,115.0893326,561.3444214,963.4158936,324.8263855,90.58653259,848.3630371,983.1514893,0,871.2565308,4587.5
04/11/2024 00:00,5243.023438,408.4735107,187.4560547,15.92607784,0,793.5999756,110.4012756,137.5429993,105.4162369,900.1902466,60.24430466,88.82784271,102.8720016,656.9260254,947.7749634,312.673584,87.90731812,831.9561157,940.3518677,1679.044434,784.5595093,4805
04/11/2024 00:15,5434.294922,400.3656006,176.0712891,15.05807781,0,793.5999756,110.2806931,142.1035767,105.2186508,900.1304932,60.84770203,95.57624054,116.3213348,543.7355347,961.6663818,306.9444275,86.8211441,924.1607666,963.3267212,1326.167236,821.180603,4900
04/11/2024 00:30,5229.543457,410.5755615,190.105957,16.38380623,39.01909637,793.5999756,110.5319366,139.3590393,105.3966293,900.1459961,69.99272919,92.70918274,126.5880051,534.0917969,963.5982666,368.2291565,87.90731812,918.0975952,917.5482788,1273.181274,787.6519165,4707.5
04/11/2024 00:45,5636.695313,368.2342529,140.9355469,17.01687431,38.89973831,793.5999756,110.2866287,138.2113495,105.3338776,900.2138672,77.03018951,92.15463257,123.8160019,529.9117432,961.9951172,381.0763855,89.35554504,982.8428345,924.5064087,1314.983643,747.0160522,4745
04/11/2024 01:00,5104.894531,408.0981445,182.4506836,15.98145199,38.91058731,793.5999756,110.4933395,137.2543793,105.322525,900.2121582,59.61931992,78.93903351,120.1200027,533.7626953,963.5097046,336.2846985,88.34178162,866.6378784,975.1273804,1291.096558,864.583374,4825
04/11/2024 01:15,5316.82666,409.2242432,184.3154297,14.46421146,38.79123306,793.5999756,110.2848892,140.3558502,105.3536682,900.079895,62.77225113,92.08326721,119.1959991,535.2767334,962.1279297,351.215271,88.92107391,974.8979492,993.2475586,1368.729614,802.7886353,4825
04/11/2024 01:30,5460.138184,410.6506348,189.4189453,15.00774288,39.084198,793.5999756,110.4938354,138.7509155,105.2526627,900.1402588,66.73274231,94.40978241,121.4546661,531.5574341,963.4007568,367.1875,89.50036621,884.7229004,972.3727417,1329.533081,809.4075928,4822.5
04/11/2024 01:45,5364.709961,389.4049072,172.0473633,15.28211784,38.96484375,793.5999756,110.5114136,137.4906769,105.3586502,900.1225586,56.41204453,94.4426651,123.8160019,532.7752686,961.6663818,378.8194275,87.18320465,793.4273682,987.0518799,1286.319214,823.784729,4825
04/11/2024 02:00,4915.529785,399.239502,175.7768555,16.31275177,38.92144012,793.5999756,110.3501511,141.5806274,105.2473297,900.2040405,65.29580688,94.09644318,123.2000046,529.5167847,962.4767456,379.6875,89.42795563,920.741333,1019.213196,1277.632935,849.7721558,4690
04/11/2024 02:15,5332.482422,409.7497559,188.8300781,16.50033188,1.736111045,793.5999756,110.328064,143.5756531,105.2567368,900.0933838,61.92080688,92.41861725,123.5080032,531.2612305,961.7385864,382.986084,87.47284698,852.6431885,1017.260864,1313.789307,876.1393433,4657.5
04/11/2024 02:30,5024.116699,416.2060547,194.2280273,16.77005386,0,793.5999756,110.360527,140.9933167,105.3467331,900.0310669,61.08267212,92.72333527,124.6373367,532.1170044,962.7109375,385.590271,88.26937103,849.3526611,1021.211121,1250.380005,887.9123535,4517.5
04/11/2024 02:45,5609.032715,421.1608887,195.6020508,16.0708313,0,793.5999756,105.4763184,137.0036926,105.3177109,900.0908203,68.87123871,83.27511597,111.0853348,519.1489868,948.8713989,316.6666565,89.79000854,922.3500366,876.3898315,1389.033691,693.8476563,4735
04/11/2024 03:00,5421.093262,410.9509277,184.7080078,15.6187582,0,793.5999756,105.356575,137.4731598,105.2897873,900.1134644,58.13986969,87.72637177,128.128006,527.706543,948.6427002,369.0971985,56.98769379,784.1621094,940.4807129,1080.781738,52.08333588,4702.5
04/11/2024 03:15,5375.560059,394.4348145,172.0473633,17.10011673,39.6592865,793.5999756,105.3042145,140.6512146,105.3063278,900.0305176,57.84896469,83.78562927,125.253334,514.5739746,949.5057983,375.3471985,85.80738831,891.5332031,1044.165771,1310.206299,819.0646973,4690
04/11/2024 03:30,5307.392578,402.3175049,178.7211914,16.57439804,1.920572877,793.5999756,105.2594452,133.2757263,105.3725967,900.0857544,61.14007187,86.04441833,125.6640015,530.1750488,962.7110596,381.5971985,83.05576324,849.3143921,946.0690918,1291.2052,758.246521,4745
04/11/2024 03:45,5104.214844,403.4436035,180.2915039,15.19055176,39.13845444,793.5999756,110.3896561,139.8928986,105.2506485,900.12323,63.16197968,82.60264587,127.8199997,532.2486572,962.1034546,382.986084,83.63504791,868.9998169,956.1920776,1167.426636,868.5438843,4167.5
04/11/2024 04:00,5313.319824,413.1280518,188.0449219,15.76750755,0,793.5999756,110.2787704,136.9987488,105.2807922,900.0737305,66.31201172,83.16197968,117.0400009,534.2893066,963.0320435,362.5,84.64881134,877.2237549,954.7446899,1281.758911,811.631958,3105
04/11/2024 04:15,3017.722412,357.3486328,139.659668,17.56337166,0,793.5999756,110.382515,139.5875702,105.2777481,900.0570068,64.28988647,83.16650391,117.2453384,534.2564087,961.7772217,357.465271,82.33164978,813.9058228,965.8951416,1287.62207,821.9401245,3725
04/11/2024 04:30,294.7748108,311.9293213,92.05957031,122.2780151,0,691.2000122,109.9525146,139.6182556,105.3940735,900.1293335,65.41168213,84.13648224,118.4773331,537.6464844,962.1279297,354.6875,83.92469788,797.5514526,1000.207031,1206.840332,812.9882813,3835
04/11/2024 04:45,3223.448242,438.5028076,343.3095703,18.63844299,54.91536331,691.2000122,110.311264,135.0728302,105.2726669,900.1068726,68.1118927,84.51207733,120.5306702,534.3551025,963.1843872,357.2916565,82.76611328,818.4717407,934.6220093,1123.235596,809.2990723,4135
04/11/2024 05:00,292.7000122,395.9362793,276.7675781,126.9036713,0,691.2000122,110.3862305,137.361496,105.3698883,900.1856079,67.25238037,84.41860199,120.2226715,531.5903931,961.8804932,358.8541565,82.83852386,783.7897949,945.7692871,1089.250854,825.8463745,4147.5
04/11/2024 05:15,3682.872559,454.3432617,350.081543,14.80214691,64.95225525,691.2000122,110.366951,142.5663605,105.0935135,900.0780029,70.6835556,95.8870697,115.6026688,538.8314209,963.4192505,360.4166565,82.98334503,780.1811523,1002.813599,1328.664429,806.3693848,4092.5
04/11/2024 05:30,3451.150635,445.4846191,340.7578125,15.47193718,62.41319275,691.2000122,110.4036255,138.4365997,105.305336,900.0106201,53.30893326,93.58297729,113.857338,539.4567871,961.9951172,357.118042,81.96958923,727.3490601,923.3304443,1376.547241,822.9709473,3605
04/11/2024 05:45,3086.311035,461.1749268,365.0976563,16.18133354,1.095920086,691.2000122,110.2175903,137.6199341,105.2499237,900.0508423,64.58889008,94.7434082,114.7813339,540.6416626,963.401001,357.118042,82.98334503,805.7450562,1011.60083,1379.47876,850.043457,3352.5
04/11/2024 06:00,1801.811646,438.0523682,337.9116211,29.3911438,0,691.2000122,110.4627228,141.0361023,105.2707596,900.086792,52.29592133,90.05914307,114.6786652,540.5429077,961.7858887,355.0346985,81.39029694,726.6121826,964.7958984,1450.054321,790.7443848,4247.5
04/11/2024 06:15,296.4781189,413.8037109,310.6274414,120.8243713,0,742.4000244,110.300621,142.7711945,105.3899918,900.0942993,71.37262726,86.12876892,111.3933334,544.3609009,963.0496216,350,68.42868042,924.6019897,1014.377625,1349.077026,707.465271,4287.5
04/11/2024 06:30,3468.986084,404.6447754,230.3452148,19.3389473,89.82204437,742.4000244,110.1867523,141.2342987,105.0681305,900.1106567,70.13785553,87.14847565,111.1880035,545.6116333,962.1282959,351.0416565,75.66980743,830.4811401,1038.953491,1290.879517,793.7283325,3647.5
04/11/2024 06:45,3668.453857,418.6834717,250.9555664,15.97903442,89.854599,742.4000244,110.483429,138.7310486,105.2923203,900.0641479,66.65649414,88.25345612,112.2146683,545.052124,961.737854,350.868042,71.39753723,823.6936035,1014.430359,1304.34314,736.0568848,3697.5
04/11/2024 07:00,3898.686279,414.7796631,246.9316406,15.56791878,90.01735687,742.4000244,0.173611134,0,105.3953323,899.9904785,45.86486053,87.42842865,115.5,544.5913086,962.6687622,354.340271,72.41130066,748.1169434,25.11619949,1283.06189,679.5247803,3670
04/11/2024 07:15,4009.392822,416.2060547,249.777832,15.05458641,90.69010162,742.4000244,0.173611134,1.43E-21,105.3088455,900.057312,52.82453156,88.58544159,114.1653366,540.0491943,961.7998047,338.1944275,72.19406128,864.812561,26.43446541,1295.765503,648.3832397,3500
04/11/2024 07:30,3583.240967,418.3081055,250.4648438,15.23641586,90.20182037,742.4000244,0.173611075,0,105.0684204,900.0617676,56.09380341,92.70948792,103.0773315,547.6851807,962.2956543,327.083313,78.71108246,847.5195313,0.420078486,1489.793701,634.982666,3622.5
04/11/2024 07:45,3620.35791,418.9837646,250.5629883,15.81947327,89.854599,742.4000244,0.173611075,0,105.0744781,900.0115967,56.56009293,93.76583099,114.4733353,0,963.0012817,353.4721985,80.01448822,977.8327637,0.419560224,0,637.4240723,3885
04/11/2024 08:00,4258.640625,425.5151367,258.2182617,15.39981747,144.0104065,742.4000244,0.173611075,0,105.197998,900.0823364,60.62809753,92.86433411,102.4613342,545.7432861,961.7998657,337.152771,82.33164978,906.7625122,0.419560224,1444.625366,701.822937,3902.5
04/11/2024 08:15,5132.576172,445.1843262,279.0249023,15.1263361,168.1857605,742.4000244,0.173611075,0,105.274437,900.1261597,52.28113556,92.09663391,109.340004,543.1760254,962.3105469,356.423584,87.4004364,789.447998,0.419560224,1400.542847,710.3407593,4117.5
04/11/2024 08:30,4972.592285,464.02771,297.5742188,14.71940804,167.5455627,742.4000244,0.173611075,0,105.2893982,899.9659424,58.00403595,87.96774292,111.4960022,540.9049683,962.8842163,361.2846985,87.03838348,862.7492676,0.419560224,1216.286621,686.5776978,2755
04/11/2024 08:45,6859.302734,473.336792,307.5849609,16.15500832,231.7816772,742.4000244,0.173611075,0,105.4108124,899.9713135,65.51350403,93.85368347,112.6253357,542.4519043,961.8031006,358.8541565,87.18320465,953.9818726,1450,1342.562378,701.388916,2435
04/11/2024 09:00,294.5126648,337.4542236,159.7792969,122.3078384,0,588.7999878,0.173611075,0,105.3183441,899.9846191,53.82302475,92.13343811,110.5719986,537.7781372,963.1589966,358.1596985,86.67632294,775.8391113,1450,1376.981567,742.2417603,2267.5
04/11/2024 09:15,1.28E-20,334.2260742,154.4794922,122.0635681,0,588.7999878,0.173611075,0,105.3126678,900.125061,58.92043686,92.59711456,108.8266678,541.102478,962.8842163,353.8194275,87.32802582,838.4219971,1450,1408.251831,753.1467285,2027.5
04/11/2024 09:30,8.12E-05,283.7768555,0,120.1779404,0,0,0.173611075,0,105.308815,900.0151978,68.53316498,93.78587341,103.6933365,547.5535278,963.0012817,341.493042,86.3866806,894.6762695,1450,1464.495117,800.130249,2070
04/11/2024 09:45,0,0,0,119.3066711,0,0,0.173611075,0,105.2240067,900.0073242,60.68778229,92.38889313,109.0320053,544.6900635,962.1970825,356.25,86.74873352,857.7937012,1450,1508.90332,755.6966553,4042.5
04/11/2024 10:00,332.3703308,324.6166992,116.5957031,118.9169846,0,742.4000244,0.173611075,0,105.1914063,899.8944092,63.8384285,91.7481842,104.206665,507.8924561,924.7109375,249.8263855,87.54525757,826.5786743,1450,0,748.4266968,4240
04/11/2024 10:15,6081.779785,473.637085,308.3701172,17.33244133,200.1193542,742.4000244,0.173611075,0,105.322113,899.8803711,68.58161926,94.18125153,105.4386673,573.522522,975.6690063,311.458313,87.90731812,815.4821167,1450,1434.63623,758.6263428,4355
04/11/2024 10:30,6685.181152,489.7027588,322.7973633,15.70943069,224.0125732,742.4000244,0.173611075,0,105.3112106,899.9606934,54.60009766,94.19773102,112.0093384,570.0665894,975.9200439,339.236084,88.48661041,766.7709961,1450,1380.456055,742.2960205,4377.5
04/11/2024 10:45,7211.755859,466.1297607,299.6352539,16.00985718,219.6506042,742.4000244,0.173611075,0,105.1979141,899.8000488,51.36220169,92.67163849,109.7506714,567.7296753,975.5333862,336.111084,88.05213928,751.1511841,1450,1422.04126,694.7157593,4300
04/11/2024 11:00,7277.224121,476.0394287,306.0146484,16.7729187,220.9201355,742.4000244,0.173611075,0,105.1983795,900.0160522,53.95820999,98.86602783,111.3933334,567.5980225,975.0372314,330.7291565,87.69008636,829.8496094,1450,1349.728516,733.3984375,4085
04/11/2024 11:15,6314.759766,461.1749268,291.9799805,15.26042461,220.0520782,742.4000244,0.173611075,0,105.3039246,899.9860229,63.82622147,98.10652924,106.2600021,546.1711426,962.0372925,327.6041565,86.31427002,830.1773682,1450,1507.274658,635.4709473,4215
04/11/2024 11:30,5895.605957,480.0933838,310.2348633,17.06155586,228.0924377,742.4000244,0.173611075,0,105.3338013,899.965271,56.80840683,98.9160614,113.9599991,542.8139648,962.1970215,344.965271,84.06951904,803.8203735,1450,1394.462524,831.81427,4307.5
04/11/2024 11:45,6271.577637,491.2792969,318.871582,15.36744881,224.66362,742.4000244,0.173611075,0,105.3109436,899.8285522,68.070755,98.86904907,112.317337,541.6290894,961.9950562,339.0625,88.63143158,859.4974365,1450,1376.221436,750.7053223,4215
04/11/2024 12:00,6871.393066,500.0628662,322.9936523,15.99318218,228.4071045,755.2000122,0.173611075,0,105.26371,899.9696655,68.66101837,99.17652893,110.5719986,538.8643188,962.0620728,332.986084,84.43157196,857.2890625,1450,1360.911987,765.8963013,4260
04/11/2024 12:15,6516.59375,483.3215332,307.78125,15.7328701,229.1775055,742.4000244,0.173611075,0,105.3421783,899.9957886,74.33728027,97.3631134,114.4733353,562.0355835,974.6427002,335.7638855,86.74873352,868.3163452,1450,1336.156372,741.753479,4060
04/11/2024 12:30,6623.106445,485.2734375,309.7441406,16.35072136,228.537323,742.4000244,0.173611075,0,105.2933502,899.7867432,65.32318878,98.89841461,115.7053375,564.0762329,974.7772217,337.673584,85.22809601,821.520813,1450,1327.904419,688.585083,4372.5
04/11/2024 12:45,7083.351074,476.114502,301.0092773,16.30333519,227.9730835,742.4000244,0.173611075,0,105.3080521,899.8977661,74.99298859,101.0868454,115.2946701,563.7800293,974.6663818,339.7569275,57.20492554,828.0675049,1450,1352.660156,0,4575
04/11/2024 13:00,6505.491211,468.1567383,293.4521484,15.99175549,228.135849,742.4000244,0.173611075,0,105.3735046,899.9841919,76.87910461,99.3828125,115.2946701,562.430603,974.9918213,341.6666565,82.83852386,865.6977539,1450,1431.70459,711.154541,4517.5
04/11/2024 13:15,6845.098145,470.859375,295.7094727,16.57561874,228.1141357,742.4000244,0.173611075,0,105.479454,899.9052124,79.99443054,98.18730164,116.5266724,555.5515747,974.8005981,342.708313,88.70384216,869.0738525,1450,1438.545044,769.9110718,4405
04/11/2024 13:30,6744.066895,471.159668,295.6113281,16.24702072,228.3637085,742.4000244,0.173611075,0,105.3363876,899.7407837,74.59992981,101.8263626,117.4506683,555.8148804,974.9957886,343.055542,90.73135376,849.7564087,1450,1399.674194,789.0083008,4345
04/11/2024 13:45,6160.501953,468.7573242,294.6298828,15.69820023,228.157547,742.4000244,0.173533648,0,105.2159729,899.9769897,79.94458771,97.99502563,107.5946655,561.2456665,974.6427002,321.875,87.18320465,912.3289795,1450,1411.509155,756.293396,4332.5
04/11/2024 14:00,6889.544434,476.114502,301.0092773,16.63680077,232.3784637,742.4000244,0.173611075,0,105.3274918,899.8925781,80.45711517,101.485817,103.487999,565.8865356,974.7774048,309.2013855,88.4141922,862.3612061,0.183481127,1333.007568,780.7617188,4180
04/11/2024 14:15,6412.940918,480.168457,303.7573242,15.75676346,232.3893127,742.4000244,0.173611075,0,105.4052658,899.8879395,71.58830261,97.389328,112.2146683,537.2844238,963.1589966,326.215271,89.35554504,878.9744873,1450,1300.977173,755.859375,4332.5
04/11/2024 14:30,6446.196777,505.8435059,327.7045898,15.79374218,232.2916565,742.4000244,0.173611075,0,105.3709564,899.9923096,66.33576202,86.69058228,115.7053375,558.3492432,962.8842163,327.430542,86.9659729,868.9043579,1450,0,727.2678223,3552.5
